severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
CRITICAL	2023-03-17T00:56:54+0000		184.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=184.0, endLine=184.0, startOffset=41.0, endOffset=43.0}	5min	AYbtEjBXIZYa0Rfl_jw3	3b7825e072c2c86a55388f2c7e792121	OPEN
MINOR	2023-03-17T00:56:54+0000		189.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=189.0, endLine=189.0, startOffset=25.0, endOffset=38.0}	5min	AYbtEjBXIZYa0Rfl_jw4	b1bd0a0ce1dc65728482cbb4482f311c	OPEN
MINOR	2023-03-17T00:56:54+0000		192.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=192.0, endLine=192.0, startOffset=25.0, endOffset=36.0}	5min	AYbtEjBXIZYa0Rfl_jw5	001aac5451c6e58eab58538acd4cccad	OPEN
MINOR	2023-03-17T00:56:54+0000		195.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=195.0, endLine=195.0, startOffset=25.0, endOffset=34.0}	5min	AYbtEjBXIZYa0Rfl_jw6	b833727c8342a210e5daa30e3a400866	OPEN
MINOR	2023-03-17T00:56:54+0000		198.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=198.0, endLine=198.0, startOffset=25.0, endOffset=33.0}	5min	AYbtEjBXIZYa0Rfl_jw7	cb9c3197002b155d3848a38e73b15874	OPEN
MINOR	2023-03-17T00:56:54+0000		201.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=201.0, endLine=201.0, startOffset=25.0, endOffset=43.0}	5min	AYbtEjBXIZYa0Rfl_jw8	6e62511279b0c88cc2ebf0577a7add0b	OPEN
CRITICAL	2023-03-17T00:56:54+0000		224.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=224.0, endLine=224.0, startOffset=31.0, endOffset=33.0}	5min	AYbtEjBXIZYa0Rfl_jw9	83730d394c5d43e87b234d59abb68fcf	OPEN
MINOR	2023-03-17T00:56:54+0000		229.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=229.0, endLine=229.0, startOffset=15.0, endOffset=28.0}	5min	AYbtEjBXIZYa0Rfl_jw-	b5d4974484f7ef2d49a06e067030429e	OPEN
MINOR	2023-03-17T00:56:54+0000		232.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=232.0, endLine=232.0, startOffset=15.0, endOffset=26.0}	5min	AYbtEjBXIZYa0Rfl_jw_	299af11b05b9ad217c9df11227c3a8ef	OPEN
MINOR	2023-03-17T00:56:54+0000		235.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=235.0, endLine=235.0, startOffset=15.0, endOffset=24.0}	5min	AYbtEjBXIZYa0Rfl_jxA	4ebd5d9902182686895586f2cc1cf929	OPEN
MINOR	2023-03-17T00:56:54+0000		238.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=238.0, endLine=238.0, startOffset=15.0, endOffset=23.0}	5min	AYbtEjBXIZYa0Rfl_jxB	d5249e40f5cb5610e32108337aa9a978	OPEN
MINOR	2023-03-17T00:56:54+0000		241.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=241.0, endLine=241.0, startOffset=15.0, endOffset=33.0}	5min	AYbtEjBXIZYa0Rfl_jxC	e1f228a23b144394a74c694deaf80281	OPEN
CRITICAL	2023-03-17T00:56:54+0000		269.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=269.0, endLine=269.0, startOffset=32.0, endOffset=34.0}	5min	AYbtEjBXIZYa0Rfl_jxD	0913cd22801b1bbe6e2f594dac089882	OPEN
MINOR	2023-03-17T00:56:54+0000		274.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=274.0, endLine=274.0, startOffset=16.0, endOffset=29.0}	5min	AYbtEjBXIZYa0Rfl_jxE	aac5edca24fea2e25958d454393f1b64	OPEN
MINOR	2023-03-17T00:56:54+0000		277.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=277.0, endLine=277.0, startOffset=16.0, endOffset=27.0}	5min	AYbtEjBXIZYa0Rfl_jxF	c79f67edca67aadead81e125083c2a15	OPEN
MINOR	2023-03-17T00:56:54+0000		280.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=280.0, endLine=280.0, startOffset=16.0, endOffset=25.0}	5min	AYbtEjBXIZYa0Rfl_jxG	a0fed6583e93c0d953d8d8e69426a966	OPEN
MINOR	2023-03-17T00:56:54+0000		283.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=283.0, endLine=283.0, startOffset=16.0, endOffset=24.0}	5min	AYbtEjBXIZYa0Rfl_jxH	484c58949f909ecb9edddcee9a1d3a34	OPEN
MINOR	2023-03-17T00:56:54+0000		286.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=286.0, endLine=286.0, startOffset=16.0, endOffset=34.0}	5min	AYbtEjBXIZYa0Rfl_jxI	4d4306a587b8631c80fcb1b030a898e3	OPEN
CRITICAL	2023-03-17T00:56:54+0000		302.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=302.0, endLine=302.0, startOffset=53.0, endOffset=55.0}	5min	AYbtEjBXIZYa0Rfl_jxJ	a22e1ad39bade73814f1a8a621448c95	OPEN
MINOR	2023-03-17T00:56:54+0000		307.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=307.0, endLine=307.0, startOffset=37.0, endOffset=50.0}	5min	AYbtEjBXIZYa0Rfl_jxK	2899ad06e88e0c5c46b5234785ddf5a2	OPEN
MINOR	2023-03-17T00:56:54+0000		310.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=310.0, endLine=310.0, startOffset=37.0, endOffset=48.0}	5min	AYbtEjBXIZYa0Rfl_jxL	56e46233bfd6d1beea1ae9ac4d5a7476	OPEN
MINOR	2023-03-17T00:56:54+0000		313.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=313.0, endLine=313.0, startOffset=37.0, endOffset=46.0}	5min	AYbtEjBXIZYa0Rfl_jxM	4989297de90336bc71388d59129930ef	OPEN
MINOR	2023-03-17T00:56:54+0000		316.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=316.0, endLine=316.0, startOffset=37.0, endOffset=45.0}	5min	AYbtEjBXIZYa0Rfl_jxN	b98d446a60dd91e0090b9067d8967952	OPEN
MINOR	2023-03-17T00:56:54+0000		319.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=319.0, endLine=319.0, startOffset=37.0, endOffset=55.0}	5min	AYbtEjBXIZYa0Rfl_jxO	6de4ec80a52a0160186a0962a1b1374a	OPEN
CRITICAL	2023-03-17T00:56:54+0000		348.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=348.0, endLine=348.0, startOffset=54.0, endOffset=56.0}	5min	AYbtEjBXIZYa0Rfl_jxP	2026f1b8299e0a0a55c32c59024ac46b	OPEN
MINOR	2023-03-17T00:56:54+0000		353.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=353.0, endLine=353.0, startOffset=38.0, endOffset=51.0}	5min	AYbtEjBXIZYa0Rfl_jxQ	252d519c3eb64b3b041a8fdecfca0639	OPEN
MINOR	2023-03-17T00:56:54+0000		356.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=356.0, endLine=356.0, startOffset=38.0, endOffset=49.0}	5min	AYbtEjBXIZYa0Rfl_jxR	cc86a0d60385684fcee51b1beca20923	OPEN
MINOR	2023-03-17T00:56:54+0000		359.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=359.0, endLine=359.0, startOffset=38.0, endOffset=47.0}	5min	AYbtEjBXIZYa0Rfl_jxS	71c7de10751cc4ee94b1d08c55dd250d	OPEN
MINOR	2023-03-17T00:56:54+0000		362.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=362.0, endLine=362.0, startOffset=38.0, endOffset=46.0}	5min	AYbtEjBXIZYa0Rfl_jxT	d97d8927bcbf1427c22d30c882fc4420	OPEN
MINOR	2023-03-17T00:56:54+0000		365.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=365.0, endLine=365.0, startOffset=38.0, endOffset=56.0}	5min	AYbtEjBXIZYa0Rfl_jxU	95818fc5c4d0425f340f744cc3e64802	OPEN
CRITICAL	2023-03-17T00:56:54+0000		394.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=394.0, endLine=394.0, startOffset=34.0, endOffset=36.0}	5min	AYbtEjBXIZYa0Rfl_jxV	eab4bf9e556236d9b552e67f02518952	OPEN
MINOR	2023-03-17T00:56:54+0000		399.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=399.0, endLine=399.0, startOffset=18.0, endOffset=31.0}	5min	AYbtEjBXIZYa0Rfl_jxW	6fe1ed85b5be367d3fb5fcfbb5ed01ce	OPEN
MINOR	2023-03-17T00:56:54+0000		402.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=402.0, endLine=402.0, startOffset=18.0, endOffset=29.0}	5min	AYbtEjBXIZYa0Rfl_jxX	3bb22589a8b645376a37b785c40f6272	OPEN
MINOR	2023-03-17T00:56:54+0000		405.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=405.0, endLine=405.0, startOffset=18.0, endOffset=27.0}	5min	AYbtEjBXIZYa0Rfl_jxY	6d0a65f7b51371ab1621dec6b511374c	OPEN
MINOR	2023-03-17T00:56:54+0000		408.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=408.0, endLine=408.0, startOffset=18.0, endOffset=26.0}	5min	AYbtEjBYIZYa0Rfl_jxZ	127abdcfe4046afb17bbddaefdf2c018	OPEN
MINOR	2023-03-17T00:56:54+0000		411.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=411.0, endLine=411.0, startOffset=18.0, endOffset=36.0}	5min	AYbtEjBYIZYa0Rfl_jxa	4e50983e1ca32a461a50522a2eefdbeb	OPEN
CRITICAL	2023-03-17T00:56:54+0000		468.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=468.0, endLine=468.0, startOffset=47.0, endOffset=49.0}	5min	AYbtEjBYIZYa0Rfl_jxb	e24909ef92677d735a1dac5cda9bc3d3	OPEN
MINOR	2023-03-17T00:56:54+0000		473.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=473.0, endLine=473.0, startOffset=31.0, endOffset=44.0}	5min	AYbtEjBYIZYa0Rfl_jxc	587dba454f1418b7ef214a908672eb7b	OPEN
MINOR	2023-03-17T00:56:54+0000		476.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=476.0, endLine=476.0, startOffset=31.0, endOffset=42.0}	5min	AYbtEjBYIZYa0Rfl_jxd	a38a20b09e89368a3c193de94ed27093	OPEN
MINOR	2023-03-17T00:56:54+0000		479.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=479.0, endLine=479.0, startOffset=31.0, endOffset=40.0}	5min	AYbtEjBYIZYa0Rfl_jxe	80ebf3a33530426ab8c27de8a52ec99e	OPEN
MINOR	2023-03-17T00:56:54+0000		482.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=482.0, endLine=482.0, startOffset=31.0, endOffset=39.0}	5min	AYbtEjBYIZYa0Rfl_jxf	36b769ac8db2b9e26da6340254700c2d	OPEN
MINOR	2023-03-17T00:56:54+0000		485.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=485.0, endLine=485.0, startOffset=31.0, endOffset=49.0}	5min	AYbtEjBYIZYa0Rfl_jxg	a68e6d0888b6e7557e12f43d269074db	OPEN
CRITICAL	2023-03-17T00:56:54+0000		507.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=507.0, endLine=507.0, startOffset=44.0, endOffset=46.0}	5min	AYbtEjBYIZYa0Rfl_jxh	ce62fdac3961e42a4163e19bb1cb64b0	OPEN
MINOR	2023-03-17T00:56:54+0000		512.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=512.0, endLine=512.0, startOffset=28.0, endOffset=41.0}	5min	AYbtEjBYIZYa0Rfl_jxi	88518ea534129b865206307944a73712	OPEN
MINOR	2023-03-17T00:56:54+0000		515.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=515.0, endLine=515.0, startOffset=28.0, endOffset=39.0}	5min	AYbtEjBYIZYa0Rfl_jxj	4718b6530a132ce81e785810db678745	OPEN
MINOR	2023-03-17T00:56:54+0000		518.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=518.0, endLine=518.0, startOffset=28.0, endOffset=37.0}	5min	AYbtEjBYIZYa0Rfl_jxk	7581ae5e177ac815a02dfada6458ca8e	OPEN
MINOR	2023-03-17T00:56:54+0000		521.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=521.0, endLine=521.0, startOffset=28.0, endOffset=36.0}	5min	AYbtEjBYIZYa0Rfl_jxl	6bdb528096b80828f14f90cfb5e253c4	OPEN
MINOR	2023-03-17T00:56:54+0000		524.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=524.0, endLine=524.0, startOffset=28.0, endOffset=46.0}	5min	AYbtEjBYIZYa0Rfl_jxm	9986ed62adf8b0d59ff00681bb75ffd7	OPEN
CRITICAL	2023-03-17T00:56:54+0000		546.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=546.0, endLine=546.0, startOffset=48.0, endOffset=50.0}	5min	AYbtEjBYIZYa0Rfl_jxn	e1950cbe797d2af020a835b8791c7137	OPEN
MINOR	2023-03-17T00:56:54+0000		551.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=551.0, endLine=551.0, startOffset=32.0, endOffset=45.0}	5min	AYbtEjBYIZYa0Rfl_jxo	931e2db5903b77da95fad70110c1c9a7	OPEN
MINOR	2023-03-17T00:56:54+0000		554.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=554.0, endLine=554.0, startOffset=32.0, endOffset=43.0}	5min	AYbtEjBYIZYa0Rfl_jxp	d244566996795e8d23ed370388cb4c99	OPEN
MINOR	2023-03-17T00:56:54+0000		557.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=557.0, endLine=557.0, startOffset=32.0, endOffset=41.0}	5min	AYbtEjBYIZYa0Rfl_jxq	c023c3c4f2af200c61323192512ef163	OPEN
